TIMESTAMP,MAKE,MODEL,CAR_YEAR,ENGINE_POWER,AUTOMATIC,VEHICLE_ID,BAROMETRIC_PRESSURE(KPA),ENGINE_COOLANT_TEMP,FUEL_LEVEL,ENGINE_LOAD,AMBIENT_AIR_TEMP,ENGINE_RPM,INTAKE_MANIFOLD_PRESSURE,MAF,LONG TERM FUEL TRIM BANK 2,FUEL_TYPE,AIR_INTAKE_TEMP,FUEL_PRESSURE,SPEED,SHORT TERM FUEL TRIM BANK 2,SHORT TERM FUEL TRIM BANK 1,ENGINE_RUNTIME,THROTTLE_POS,DTC_NUMBER,TROUBLE_CODES,TIMING_ADVANCE,EQUIV_RATIO,MIN,HOURS,DAYS_OF_WEEK,MONTHS,YEAR
1503436479161,peugeot,208_allure,2015,1.6,s,car9,,75,,0.259,,1474,43,,,,47,,14,,-2%,,16%,MIL is OFF0 codes,C0300,0.706,,13,22,1,8,2017
1503436487192,peugeot,208_allure,2015,1.6,s,car9,,75,,0.35700000000000004,,1789,32,,,,48,,13,,-1%,,16%,MIL is OFF0 codes,C0300,0.69,,13,22,1,8,2017
1503436495233,peugeot,208_allure,2015,1.6,s,car9,,76,,0.38799999999999996,,802,51,,,,48,,3,,-4%,,13%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436503255,peugeot,208_allure,2015,1.6,s,car9,,76,,0.408,,782,46,,,,48,,8,,-2%,,13%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436511358,peugeot,208_allure,2015,1.6,s,car9,,77,,0.341,,1559,49,,,,48,,3,,0%,,13%,MIL is OFF0 codes,C0300,0.7020000000000001,,13,22,1,8,2017
1503436519389,peugeot,208_allure,2015,1.6,s,car9,,77,,0.40399999999999997,,829,50,,,,48,,0,,-2%,,13%,MIL is OFF0 codes,C0300,0.478,,13,22,1,8,2017
1503436527437,peugeot,208_allure,2015,1.6,s,car9,,78,,0.376,,790,50,,,,48,,1,,-2%,,13%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436535464,peugeot,208_allure,2015,1.6,s,car9,,78,,0.38,,790,49,,,,48,,0,,-4%,,13%,MIL is OFF0 codes,C0300,0.518,,13,22,1,8,2017
1503436543520,peugeot,208_allure,2015,1.6,s,car9,,77,,0.376,,777,59,,,,48,,9,,2%,,13%,MIL is OFF0 codes,C0300,0.541,,13,22,1,8,2017
1503436551574,peugeot,208_allure,2015,1.6,s,car9,,76,,0.518,,1347,33,,,,48,,12,,-3%,,17%,MIL is OFF0 codes,C0300,0.514,,13,22,1,8,2017
1503436559584,peugeot,208_allure,2015,1.6,s,car9,,76,,0.42,,950,46,,,,48,,6,,3%,,13%,MIL is OFF0 codes,C0300,0.49,,13,22,1,8,2017
1503436567601,peugeot,208_allure,2015,1.6,s,car9,,76,,0.447,,1378,43,,,,49,,14,,-5%,,15%,MIL is OFF0 codes,C0300,0.624,,13,22,1,8,2017
1503436575645,peugeot,208_allure,2015,1.6,s,car9,,75,,0.259,,1251,46,,,,49,,8,,-4%,,14%,MIL is OFF0 codes,C0300,0.7020000000000001,,13,22,1,8,2017
1503436583669,peugeot,208_allure,2015,1.6,s,car9,,75,,0.46299999999999997,,2052,33,,,,49,,21,,-2%,,18%,MIL is OFF0 codes,C0300,0.6779999999999999,,13,22,1,8,2017
1503436591699,peugeot,208_allure,2015,1.6,s,car9,,76,,0.275,,1319,36,,,,50,,21,,-5%,,13%,MIL is OFF0 codes,C0300,0.624,,13,22,1,8,2017
1503436599732,peugeot,208_allure,2015,1.6,s,car9,,76,,0.337,,798,55,,,,50,,19,,-2%,,16%,MIL is OFF0 codes,C0300,0.48200000000000004,,13,22,1,8,2017
1503436607780,peugeot,208_allure,2015,1.6,s,car9,,75,,0.486,,1538,54,,,,50,,32,,1%,,17%,MIL is OFF0 codes,C0300,0.608,,13,22,1,8,2017
1503436615809,peugeot,208_allure,2015,1.6,s,car9,,76,,0.314,,961,47,,,,50,,4,,-5%,,11%,MIL is OFF0 codes,C0300,0.596,,13,22,1,8,2017
1503436623851,peugeot,208_allure,2015,1.6,s,car9,,77,,0.392,,803,49,,,,50,,0,,-2%,,13%,MIL is OFF0 codes,C0300,0.502,,13,22,1,8,2017
1503436631880,peugeot,208_allure,2015,1.6,s,car9,,78,,0.384,,799,50,,,,50,,0,,-6%,,17%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436639910,peugeot,208_allure,2015,1.6,s,car9,,78,,0.38,,791,49,,,,50,,0,,-4%,,13%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436647946,peugeot,208_allure,2015,1.6,s,car9,,78,,0.376,,783,49,,,,50,,0,,-4%,,12%,MIL is OFF0 codes,C0300,0.529,,13,22,1,8,2017
1503436655984,peugeot,208_allure,2015,1.6,s,car9,,77,,0.38,,788,49,,,,50,,0,,0%,,12%,MIL is OFF0 codes,C0300,0.529,,13,22,1,8,2017
1503436664011,peugeot,208_allure,2015,1.6,s,car9,,77,,0.376,,782,49,,,,50,,0,,-1%,,12%,MIL is OFF0 codes,C0300,0.525,,13,22,1,8,2017
1503436672014,peugeot,208_allure,2015,1.6,s,car9,,76,,0.373,,777,44,,,,50,,8,,5%,,13%,MIL is OFF0 codes,C0300,0.537,,13,22,1,8,2017
1503436680064,peugeot,208_allure,2015,1.6,s,car9,,75,,0.545,,2363,34,,,,51,,25,,-7%,,20%,MIL is OFF0 codes,C0300,0.655,,13,22,1,8,2017
1503436688104,peugeot,208_allure,2015,1.6,s,car9,,75,,0.41200000000000003,,1795,40,,,,51,,16,,-2%,,17%,MIL is OFF0 codes,C0300,0.725,,13,22,1,8,2017
1503436696130,peugeot,208_allure,2015,1.6,s,car9,,76,,0.408,,1586,68,,,,51,,19,,5%,,18%,MIL is OFF0 codes,C0300,0.69,,13,22,1,8,2017
1503436704142,peugeot,208_allure,2015,1.6,s,car9,,77,,0.294,,1191,40,,,,51,,10,,-3%,,12%,MIL is OFF0 codes,C0300,0.5529999999999999,,13,22,1,8,2017
1503436712174,peugeot,208_allure,2015,1.6,s,car9,,76,,0.525,,1871,44,,,,51,,12,,6%,,18%,MIL is OFF0 codes,C0300,0.635,,13,22,1,8,2017
1503436720187,peugeot,208_allure,2015,1.6,s,car9,,77,,0.435,,1428,46,,,,51,,26,,1%,,16%,MIL is OFF0 codes,C0300,0.647,,13,22,1,8,2017
1503436728236,peugeot,208_allure,2015,1.6,s,car9,,77,,0.22,,1644,37,,,,51,,14,,-1%,,13%,MIL is OFF0 codes,C0300,0.561,,13,22,1,8,2017
1503436736278,peugeot,208_allure,2015,1.6,s,car9,,78,,0.341,,799,76,,,,52,,11,,-2%,,13%,MIL is OFF0 codes,C0300,0.565,,13,22,1,8,2017
1503436744311,peugeot,208_allure,2015,1.6,s,car9,,78,,0.4,,818,51,,,,52,,2,,-1%,,13%,MIL is OFF0 codes,C0300,0.588,,13,22,1,8,2017
1503436752352,peugeot,208_allure,2015,1.6,s,car9,,78,,0.361,,976,49,,,,52,,3,,1%,,12%,MIL is OFF0 codes,C0300,0.62,,13,22,1,8,2017
1503436760414,peugeot,208_allure,2015,1.6,s,car9,,78,,0.392,,828,51,,,,52,,1,,1%,,12%,MIL is OFF0 codes,C0300,0.537,,13,22,1,8,2017
1503436768432,peugeot,208_allure,2015,1.6,s,car9,,78,,0.408,,792,41,,,,52,,0,,0%,,12%,MIL is OFF0 codes,C0300,0.494,,13,22,1,8,2017
1503436776466,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,13,22,1,8,2017
1503436788506,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,13,22,1,8,2017
1503436796512,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,13,22,1,8,2017
1503436804516,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,13,22,1,8,2017
1503436812521,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,13,22,1,8,2017
1503436828527,peugeot,208_allure,2015,1.6,s,car9,,,,,,,,,,,,,,,,,,MIL is OFF0 codes,,,,0,1,2,8,2017
1503450176063,peugeot,208_allure,2015,1.6,s,car9,,45,,0.28600000000000003,,926,38,,,,27,,0,,0%,,12%,MIL is OFF0 codes,C0300,0.525,,0,1,2,8,2017
1503450188100,peugeot,208_allure,2015,1.6,s,car9,,46,,0.275,,940,37,,,,27,,0,,-2%,,12%,MIL is OFF0 codes,C0300,0.525,,0,1,2,8,2017
1503450196170,peugeot,208_allure,2015,1.6,s,car9,,47,,0.35700000000000004,,908,48,,,,27,,0,,7%,,13%,MIL is OFF0 codes,C0300,0.667,,0,1,2,8,2017
1503450204221,peugeot,208_allure,2015,1.6,s,car9,,48,,0.353,,813,46,,,,27,,1,,6%,,12%,MIL is OFF0 codes,C0300,0.514,,0,1,2,8,2017
1503450212269,peugeot,208_allure,2015,1.6,s,car9,,49,,0.35700000000000004,,864,38,,,,27,,5,,1%,,12%,MIL is OFF0 codes,C0300,0.529,,0,1,2,8,2017
1503450220316,peugeot,208_allure,2015,1.6,s,car9,,50,,0.353,,811,50,,,,27,,1,,2%,,14%,MIL is OFF0 codes,C0300,0.537,,0,1,2,8,2017
1503450228359,peugeot,208_allure,2015,1.6,s,car9,,51,,0.361,,814,40,,,,27,,6,,7%,,12%,MIL is OFF0 codes,C0300,0.49,,0,1,2,8,2017
1503450236416,peugeot,208_allure,2015,1.6,s,car9,,52,,0.231,,1358,48,,,,28,,6,,-8%,,14%,MIL is OFF0 codes,C0300,0.541,,0,1,2,8,2017
1503450244440,peugeot,208_allure,2015,1.6,s,car9,,54,,0.275,,824,44,,,,28,,5,,4%,,11%,MIL is OFF0 codes,C0300,0.48200000000000004,,0,1,2,8,2017
1503450252495,peugeot,208_allure,2015,1.6,s,car9,,54,,0.278,,878,39,,,,28,,8,,-2%,,11%,MIL is OFF0 codes,C0300,0.506,,0,1,2,8,2017
1503450260500,peugeot,208_allure,2015,1.6,s,car9,,56,,0.573,,2437,74,,,,29,,28,,1%,,22%,MIL is OFF0 codes,C0300,0.655,,0,1,2,8,2017
1503450268548,peugeot,208_allure,2015,1.6,s,car9,,59,,0.22399999999999998,,1373,33,,,,29,,10,,0%,,15%,MIL is OFF0 codes,C0300,0.588,,0,1,2,8,2017
1503450276586,peugeot,208_allure,2015,1.6,s,car9,,60,,0.349,,811,48,,,,29,,0,,1%,,13%,MIL is OFF0 codes,C0300,0.518,,0,1,2,8,2017
1503450284617,peugeot,208_allure,2015,1.6,s,car9,,61,,0.353,,803,45,,,,28,,0,,2%,,12%,MIL is OFF0 codes,C0300,0.494,,0,1,2,8,2017
1503450292674,peugeot,208_allure,2015,1.6,s,car9,,61,,0.33299999999999996,,793,45,,,,28,,0,,-1%,,12%,MIL is OFF0 codes,C0300,0.502,,0,1,2,8,2017
1503450300679,peugeot,208_allure,2015,1.6,s,car9,,63,,0.322,,782,45,,,,28,,0,,-2%,,12%,MIL is OFF0 codes,C0300,0.514,,0,1,2,8,2017
1503450308686,peugeot,208_allure,2015,1.6,s,car9,,63,,0.322,,771,44,,,,28,,0,,0%,,12%,MIL is OFF0 codes,C0300,0.514,,0,1,2,8,2017
1503450316692,peugeot,208_allure,2015,1.6,s,car9,,63,,0.322,,777,44,,,,29,,0,,2%,,12%,MIL is OFF0 codes,C0300,0.518,,0,1,2,8,2017
